Word		Original_feature		Predicted_feature
बाद		nst		nst
कश्मीर		n		n
में		psp		psp
होने		v		v
वाली		psp		psp
प्रतिक्रिया		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
सवाल		n		n
किए		v		v
जाने		v		v
पर		psp		psp
आजाद		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
कश्मीर		n		n
में		psp		psp
हालात		n		n
अब		pn		pn
बदल		v		v
गए		v		v
हैं		v		v
।		punc		punc
भूमंडलीकरण		n		n
का		psp		psp
असर		n		n
वहाँ		pn		pn
भी		avy		avy
नज़र		n		n
आने		v		v
लगा		v		v
है		v		v
।		punc		punc
कश्मीरी		adj		adj
आवाम		n		n
भी		avy		avy
हक़ीकत		n		n
समझ		v		v
गई		v		v
है		v		v
।		punc		punc
इसलिए		pn		pn
,		punc		punc
कश्मीर		n		n
पर		psp		psp
इसका		pn		pn
कोई		pn		pn
असर		n		n
नहीं		avy		avy
पड़ेगा		v		v
।		punc		punc
उपमुख्यमंत्री		n		n
मंगतराम		n		n
शर्मा		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
प्रश्न		n		adj
किए		v		v
जाने		v		v
पर		psp		psp
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
अभी		pn		pn
इस		pn		pn
बारे		psp		psp
में		psp		psp
कोई		pn		pn
फैसला		n		n
नहीं		avy		avy
किया		v		v
गया		v		v
है		v		v
।		punc		punc
खुद		pn		pn
उनके		pn		pn
चुनाव		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
सवाल		n		n
किए		v		v
जाने		v		v
पर		psp		psp
आज़ाद		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
इस		pn		pn
बारे		psp		psp
में		psp		psp
कुछ		pn		pn
भी		avy		avy
तय		adj		adj
नहीं		avy		avy
किया		v		v
गया		v		v
है		v		v
।		punc		punc
हालांकि		avy		avy
,		punc		punc
अगले		adj		adj
साल		n		n
अप्रैल		n		n
में		psp		psp
विधान		n		n
परिषद		n		n
की		psp		psp
12		num		num
सीट		n		n
खाली		adj		adj
हो		v		v
रही		v		v
हैं		v		v
।		punc		punc
ओंकारेश्वर		n		n
मंदिर		n		n
में		psp		psp
भगवान		n		n
मदमहेश्वर		n		n
की		psp		psp
डोली		n		n
आज		n		n
मुख्य		adj		adj
मंदिर		n		n
से		psp		psp
निकालकर		v		v
गद्दी		n		n
स्थल		n		n
में		psp		psp
रखी		v		v
गई		v		v
।		punc		punc
वहां		pn		pn
पूजा		n		adj
अर्चना		n		n
के		psp		psp
बाद		nst		nst
भगवान		n		n
की		psp		psp
मूर्ति		n		n
बड़े		adj		v
जमाण		n		n
(		punc		punc
डोली		n		n
)		punc		punc
में		psp		psp
रखी		v		v
गई		v		v
।		punc		punc
सैकड़ों		num		num
भक्तों		n		n
ने		psp		psp
डोली		n		n
के		psp		psp
दर्शन		n		n
किये		v		v
।		punc		punc
पंचकेदारों		n		n
में		psp		psp
मद्महेश्वर		n		n
यात्रा		n		n
सर्वाधिक		avy		psp
कठिन		adj		adj
मानी		v		v
जाती		v		v
है		v		v
।		punc		punc
ऊखीमठ		n		n
से		psp		psp
उनियाणा		n		n
तक		psp		psp
मोटर		n		n
NULL		unk		unk
NULL		unk		v
और		avy		avy
इसके		pn		pn
बाद		nst		nst
दुरूह		adj		adj
पैदल		adj		adj
मार्ग		n		n
है		v		v
।		punc		punc
उनियाणा		n		n
से		psp		psp
रांशी		n		n
तथा		avy		avy
गौंडार		n		n
गांव		n		n
तक		psp		psp
आठ		num		num
किमी		n		n
तथा		avy		avy
इसके		pn		pn
पश्चात		nst		n
10		num		num
किमी		n		n
खड़ी		adj		adj
चढ़ाई		n		n
पार		n		n
कर		v		v
मदमहेश्वर		n		n
के		psp		psp
दर्शन		n		n
होते		v		v
हैं		v		v
।		punc		punc
मंदिर		n		n
रमणीक		adj		n
मैदान		n		n
पर		psp		psp
है		v		v
।		punc		punc
बदरीनाथ		n		n
केदारनाथ		n		n
मंदिर		n		n
समिति		n		n
के		psp		psp
उपकार्यधिकारी		n		n
जेपी		n		n
नंबूरी		n		n
के		psp		psp
अनुसार		psp		psp
गत		adj		adj
वर्ष		n		n
पांच		num		num
हजार		num		num
श्रद्धालुओं		n		n
ने		psp		psp
मंदिर		n		n
के		psp		psp
दर्शन		n		n
किए		v		v
।		punc		punc
इनसे		pn		pn
72		num		num
हजार		num		num
रुपये		n		n
की		psp		psp
आय		n		n
हुई		v		v
।		punc		punc
विधायक		n		n
आशा		n		n
नौटियाल		n		n
ने		psp		psp
बताया		v		v
कि		avy		avy
प्रदेश		n		n
सरकार		n		n
ने		psp		psp
नानू		n		n
बुग्याल		n		n
तक		psp		psp
मोटर		n		n
मार्ग		n		n
स्वीकृत		adj		adj
कर		v		v
दिया		v		v
है		v		v
।		punc		punc
इस		pn		pn
अवसर		n		n
पर		psp		psp
मुख्य		adj		adj
कार्याधिकारी		n		n
विजय		n		n
ढौंडियाल		n		n
,		punc		punc
मंदिर		n		n
अधिकारी		n		n
भूपेंद्र		n		n
मैठाणी		n		n
,		punc		punc
शिवानंद		n		n
पवार		n		n
,		punc		punc
दीनानाथ		n		n
तिवाड़ी		n		n
,		punc		punc
राजशेखर		n		n
पुजारी		n		n
,		punc		punc
गुरुलिंग		n		n
पुजारी		n		n
व		avy		avy
डा.		n		n
आरएन		n		n
थपलियाल		n		n
भी		avy		avy
मौजूद		adj		adj
थे		v		v
।		punc		punc
दस		n		n
को		psp		psp
यह		pn		pn
बनियाकुंड		n		n
NULL		unk		v
तथा		avy		avy
11		n		n
मई		n		n
को		psp		psp
तुंगनाथ		n		n
पहुँचेगी		v		v
और		avy		avy
कपाट		n		n
खोल		v		v
दिए		v		v
जाएंगें		v		v
।		punc		punc
यह		pn		pn
डोली		n		n
मक्कू		n		n
से		psp		psp
15		num		num
किमी.		n		n
पैदल		adj		n
दूरी		n		n
तय		adj		adj
करेगी		v		v
।		punc		punc
दिल्ली		n		n
विश्वविद्यालय		n		n
की		psp		psp
तरह		n		n
रैगिंग		n		n
का		psp		psp
साया		n		n
अब		pn		pn
गुड़गाँव		n		n
के		psp		psp
कॉलेजों		n		n
पर		psp		psp
भी		avy		avy
पड़ने		v		v
लगा		v		v
है		v		v
।		punc		punc
गुड़गाँव		n		n
के		psp		psp
प्रतिष्ठित		adj		adj
नेशनल		adj		adj
लॉ		n		n
कॉलेज		n		n
में		psp		psp
प्रथम		num		adj
वर्ष		n		n
के		psp		psp
एक		num		num
छात्र		n		n
के		psp		psp
साथ		nst		nst
वरिष्ठ		adj		adj
छात्रों		n		n
द्वारा		psp		psp
रैगिंग		n		n
करने		v		v
का		psp		psp
मामला		n		n
प्रकाश		n		n
में		psp		psp
आया		v		v
है		v		v
।		punc		punc
सीनियर		adj		adj
छात्रों		n		n
ने		psp		psp
नए		adj		adj
छात्र		n		n
के		psp		psp
साथ		nst		nst
अभद्र		adj		nst
तरीके		n		n
से		psp		psp
रैगिंग		n		n
करने		v		v
की		psp		psp
कोशिश		n		n
की		v		v
।		punc		punc
इसका		pn		pn
विरोध		n		n
करने		v		v
पर		psp		psp
उसे		pn		pn
इतना		adj		adj
पीटा		v		v
कि		avy		avy
वह		pn		pn
लहू		n		n
-		punc		punc
लुहान		adj		n
हो		v		v
गया		v		v
और		avy		avy
उसे		pn		pn
अस्पताल		n		n
में		psp		psp
भर्ती		adj		n
करवाना		v		v
पड़ा		v		v
।		punc		punc
अब		pn		pn
कॉलेज		n		n
प्रशासन		n		n
इस		pn		pn
मामले		n		n
पर		psp		psp
लीपा		n		n
-		punc		punc
पोती		n		n
करने		v		v
की		psp		psp
कोशिश		n		n
कर		v		v
रहा		v		v
है		v		v
।		punc		punc
बताया		v		v
जाता		v		v
है		v		v
कि		avy		avy
१७		n		n
अगस्त		n		n
को		psp		psp
विधि		n		n
स्नातक		n		n
के		psp		psp
पहले		num		nst
वर्ष		n		n
का		psp		psp
छात्र		n		n
प्रशांत		n		n
टोकस		n		n
सेक्टर		n		n
-		punc		punc
४२		n		n
स्थित		adj		adj
नेशनल		adj		adj
लॉ		n		n
कॉलेज		n		v
गया		v		v
था		v		v
।		punc		punc
प्रशांत		n		n
दिल्ली		n		n
से		psp		psp
कॉलेज		n		n
आया		v		v
था		v		v
।		punc		punc
पहले		num		nst
ही		avy		avy
दिन		n		n
कॉलेज		n		n
परिसर		n		n
में		psp		psp
आधा		adj		adj
दर्जन		n		n
से		psp		psp
अधिक		avy		avy
सीनियर		adj		adj
छात्रों		n		n
ने		psp		psp
उसे		pn		pn
घेर		v		v
लिया		v		v
।		punc		punc
उन्होंने		pn		pn
प्रशांत		n		n
के		psp		psp
साथ		nst		nst
अभद्र		adj		n
व्यवहार		n		n
शुरू		n		n
कर		v		v
दिया		v		v
।		punc		punc
NULL		pn		unk
प्रशांत		n		n
ने		psp		psp
इसका		pn		pn
विरोध		n		n
किया		v		v
तो		pn		avy
उन्होंने		pn		pn
उसे		pn		pn
जमकर		adv		adv
पीटा		v		v
।		punc		punc
प्रशांत		n		n
के		psp		psp
अभिभावकों		n		n
के		psp		psp
अनुसार		n		psp
उसके		pn		pn
चेहरे		n		n
,		punc		punc
गले		n		n
व		avy		avy
छाती		n		n
पर		psp		psp
जबरदस्त		adj		adj
प्रहार		n		n
किए		v		v
गए		v		v
।		punc		punc
इसके		pn		pn
चलते		psp		psp
उसका		pn		pn
चेहरा		n		n
व		avy		avy
गला		n		adj
सूज		v		v
गया		v		v
।		punc		punc
प्रशांत		n		n
के		psp		psp
रिश्तेदार		n		adj
विकास		n		n
टोकस		n		n
के		psp		psp
अनुसार		n		psp
प्रशांत		n		n
लगभग		avy		avy
दो		num		num
घंटे		n		n
तक		psp		psp
कॉलेज		n		n
में		psp		psp
लहू		n		n
-		punc		punc
लुहान		adj		n
पड़ा		v		v
रहा		v		v
,		punc		punc
लेकिन		avy		avy
कॉलेज		n		n
प्रशासन		n		n
ने		psp		psp
उसे		pn		pn
फर्स्ट		n		adj
एड		n		n
देने		v		v
के		psp		psp
बजाय		psp		psp
मामले		n		n
को		psp		psp
रफा		n		n
-		punc		punc
दफा		n		n
कराने		v		v
का		psp		psp
प्रयास		n		n
किया		v		v
।		punc		punc
बाद		nst		nst
में		psp		psp
प्रशांत		n		n
के		psp		psp
पिता		n		n
अजीत		n		n
टोकस		n		n
को		psp		psp
यह		pn		pn
जानकारी		n		n
दी		v		v
गई		v		v
।		punc		punc
प्रशांत		n		n
को		psp		psp
लेकर		v		v
अजीत		n		n
टोकस		n		n
सिविल		n		adj
अस्पताल		n		n
गए		v		v
।		punc		punc
वहाँ		pn		pn
डॉक्टरों		n		n
ने		psp		psp
प्रशांत		n		n
की		psp		psp
हालत		n		n
देखकर		v		v
उसे		pn		pn
अस्पताल		n		n
में		psp		psp
दाखिल		adj		adj
कर		v		v
लिया		v		v
।		punc		punc
प्रशांत		n		n
१८		n		n
अगस्त		n		n
तक		psp		psp
अस्पताल		n		n
में		psp		psp
रहा		v		v
।		punc		punc
बाद		nst		nst
में		psp		psp
वहाँ		pn		pn
से		psp		psp
उसे		pn		pn
डिस्चार्ज		unk		adj
कराकर		v		v
दिल्ली		n		n
के		psp		psp
एक		num		num
निजी		adj		adj
अस्पताल		n		n
में		psp		psp
दाखिल		adj		adj
किया		v		v
गया		v		v
।		punc		punc
अजीत		n		n
टोकस		n		n
के		psp		psp
अनुसार		n		psp
अभी		pn		pn
भी		avy		avy
प्रशांत		n		n
पूरी		adj		adj
तरह		n		n
से		psp		psp
ठीक		adj		adj
नहीं		avy		avy
हुआ		v		v
है		v		v
।		punc		punc
प्रशांत		n		n
के		psp		psp
परिजनों		n		n
का		psp		psp
आरोप		n		n
है		v		v
कि		avy		avy
कॉलेज		n		n
प्रशासन		n		n
ने		psp		psp
रैगिंग		n		n
करने		v		v
वाले		psp		psp
छात्रों		n		n
के		psp		psp
खिलाफ		adj		psp
अभी		pn		pn
तक		psp		psp
कोई		pn		pn
कार्रवाई		n		n
नहीं		avy		avy
की		v		v
है		v		v
।		punc		punc
उनके		pn		pn
अनुसार		psp		psp
कॉलेज		n		n
प्रशासन		n		n
इस		pn		pn
मामले		n		n
पर		psp		psp
लीपा		n		n
-		punc		punc
पोती		n		n
कर		v		v
दोषी		adj		adj
छात्रों		n		n
को		psp		psp
बचाने		v		v
की		psp		psp
कोशिश		n		n
कर		v		v
रहा		v		v
है		v		v
।		punc		punc
प्रशांत		n		n
ने		psp		psp
कॉलेज		n		n
के		psp		psp
सीनियर		adj		n
छात्र		n		n
रविंद्र		n		n
यादव		n		n
,		punc		punc
सचिन		n		n
सहरावत		n		n
व		avy		avy
प्रवीण		n		n
नागर		n		n
सहित		psp		psp
सात		num		num
छात्रों		n		n
पर		psp		psp
रैगिंग		n		n
करने		v		v
का		psp		psp
आरोप		n		n
लगाया		v		v
है		v		v
।		punc		punc
इस		pn		pn
बीच		nst		nst
लॉ		n		n
कॉलेज		n		n
के		psp		psp
निदेशक		n		n
प्रो.		n		n
जे.		n		n
एल.		n		n
कौल		n		n
ने		psp		psp
स्वीकार		n		n
किया		v		v
कि		avy		avy
१७		n		n
अगस्त		n		n
को		psp		psp
कॉलेज		n		n
परिसर		n		n
में		psp		psp
एक		num		num
घटना		n		n
हुई		v		v
है		v		v
।		punc		punc
हालांकि		avy		avy
उन्होंने		pn		pn
इसे		pn		pn
रैगिंग		n		n
का		psp		psp
मामला		n		n
मानने		v		v
से		psp		psp
इन्कार		n		n
कर		v		v
दिया		v		v
।		punc		punc
उन्होंने		pn		pn
कहा		v		v
कि		avy		avy
इस		pn		pn
घटना		n		n
की		psp		psp
शिकायत		n		n
उन्हें		pn		pn
मिली		v		v
है		v		v
।		punc		punc
इस		pn		pn
शिकायत		n		n
को		psp		psp
कॉलेज		n		n
की		psp		psp
अनुशासनात्मक		adj		adj
समिति		n		n
को		psp		psp
भेज		v		v
दिया		v		v
गया		v		v
है		v		v
।		punc		punc
समिति		n		n
की		psp		psp
रिपोर्ट		n		n
के		psp		psp
आधार		n		n
पर		psp		psp
ही		avy		avy
कार्रवाई		n		n
होगी		v		v
।		punc		punc
पुरातत्वविदों		n		n
का		psp		psp
मानना		v		v
है		v		v
कि		avy		avy
अमृतसर		n		n
का		psp		psp
इतिहास		n		n
यहां		pn		pn
की		psp		psp
जमीन		n		n
में		psp		psp
आज		n		n
भी		avy		avy
दफन		adj		n
है		v		v
।		punc		punc
खुदाई		n		n
के		psp		psp
दौरान		nst		nst
मिले		v		v
कुछ		avy		avy
अवशेष		n		adj
उनकी		pn		pn
इस		pn		pn
बात		n		n
को		psp		psp
प्रमाणित		adj		adj
भी		avy		avy
करते		v		v
हैं		v		v
।		punc		punc
अंग्रेजों		n		n
द्वारा		psp		psp
चिह्नित		adj		adj
नगर		n		n
के		psp		psp
करीब		nst		avy
पांच		num		num
जगहों		n		n
कोटली		n		n
बसावा		n		n
सिंह		n		n
,		punc		punc
अलगो		n		n
कोठी		n		n
,		punc		punc
हर्षाछीना		n		n
,		punc		punc
पक्का		n		n
विंड		n		n
एवं		avy		avy
अटारी		n		n
में		psp		psp
जमीन		n		n
की		psp		psp
ऊपरी		adj		adj
सतह		n		n
की		psp		psp
खुदाई		n		n
में		psp		psp
ही		avy		avy
काफी		avy		avy
संख्या		n		n
में		psp		psp
मिट्टी		n		n
के		psp		psp
बर्तन		n		n
,		punc		punc
मूर्तियां		n		n
,		punc		punc
गहने		n		n
,		punc		punc
खिलौने		n		n
,		punc		punc
चांदी		n		n
के		psp		psp
सिक्के		n		n
,		punc		punc
NULL		unk		unk
असलहे		n		pn
मिले		v		v
हैं		v		v
।		punc		punc
प्रसिद्ध		adj		adj
शायर		n		n
देवदर्द		n		n
ने		psp		psp
भारतीय		adj		adj
पुरातत्व		n		n
विभाग		n		n
(		punc		punc
एएसआई		n		n
)		punc		punc
के		psp		psp
अधिकारियों		n		n
गुरदेव		n		n
सिंह		n		n
,		punc		punc
कुलदीप		n		n
सिंह		n		n
तथा		avy		avy
हीरा		n		n
सिंह		n		n
के		psp		psp
सहयोग		n		n
से		psp		psp
ऐसी		pn		pn
वस्तुएं		n		n
खोजी		v		adj
हैं		v		v
।		punc		punc
यह		pn		pn
वस्तुएं		n		n
उनके		pn		pn
पास		nst		nst
हजारों		num		n
की		psp		psp
संख्या		n		n
में		psp		psp
मौजूद		adj		adj
हैं		v		v
।		punc		punc
खुदाई		n		n
के		psp		psp
दौरान		nst		nst
खेमकरण		n		n
साइट		n		n
से		psp		psp
कुषाण		n		n
राजा		n		n
कैटफाइसस		n		n
-		punc		punc
प्रथम		n		n
की		psp		psp
पत्थर		n		n
की		psp		psp
छोटी		adj		adj
सी		avy		psp
मूर्ति		n		n
मिली		v		v
है		v		v
,		punc		punc
जो		pn		pn
उस		pn		pn
समय		n		n
विकसित		adj		adj
मूर्ति		n		n
कला		n		n
का		psp		psp
उदाहरण		n		n
है		v		v
।		punc		punc
हर्षाछीना		n		n
से		psp		psp
आज		n		n
के		psp		psp
सबसे		avy		avy
महंगे		adj		n
पत्थर		n		n
जेड्स		n		n
की		psp		psp
रिंग		n		n
भी		avy		avy
मिली		v		v
है		v		v
,		punc		punc
जिसकी		pn		pn
उम्र		n		n
करीब		avy		avy
2500		num		num
साल		n		n
आंकी		v		v
गई		v		v
है		v		v
।		punc		punc
यहीं		pn		pn
से		psp		psp
भारी		adj		adj
मात्रा		n		n
में		psp		psp
मिट्टी		n		n
के		psp		psp
बीड्स		n		n
(		punc		punc
छेद		n		n
वाली		psp		psp
गोलियां		n		n
)		punc		punc
मिली		v		v
हैं		v		v
।		punc		punc
इन		pn		pn
गोलियों		n		n
को		psp		psp
उस		pn		pn
वक्त		n		n
तकली		n		n
की		psp		psp
तरह		n		n
कपड़ा		n		n
बनाने		v		v
के		psp		psp
लिए		psp		psp
धागा		n		n
तैयार		adj		adj
करने		v		v
में		psp		psp
इस्तेमाल		n		n
किया		v		v
जाता		v		v
था		v		v
।		punc		punc
इनकी		pn		pn
उम्र		n		n
करीब		avy		avy
छह		num		num
हजार		num		num
साल		n		n
बताई		v		v
गई		v		v
है		v		v
।		punc		punc
इसी		pn		pn
तरह		n		n
से		psp		psp
कोटली		n		n
वसावासिंह		n		n
व		avy		avy
अन्य		adj		adj
कुछ		avy		avy
क्षेत्रों		n		n
से		psp		psp
भारी		adj		adj
मात्रा		n		n
में		psp		psp
चांदी		n		n
के		psp		psp
सिक्के		n		n
मिले		v		v
हैं		v		v
।		punc		punc
ये		pn		pn
सिक्के		n		n
मटर		n		n
के		psp		psp
दाने		n		v
के		psp		psp
बराबर		psp		psp
व		avy		avy
चपटे		adj		n
आकार		n		n
के		psp		psp
हैं		v		v
और		avy		avy
इन		pn		pn
पर		psp		psp
उस		pn		pn
दौर		n		n
की		psp		psp
भाषा		n		n
उकेरी		v		v
गई		v		v
।		punc		punc
ये		pn		pn
सिक्के		n		n
कुषाणकालीन		adj		adj
हैं		v		v
।		punc		punc
इनसे		pn		pn
प्रमाणित		adj		adj
होता		v		v
है		v		v
कि		avy		avy
उस		pn		pn
दौर		n		n
में		psp		psp
यहां		pn		pn
कारोबार		n		n
चरम		n		n
पर		psp		psp
था		v		v
और		avy		avy
उसे		pn		pn
संचालित		adj		adj
करने		v		v
के		psp		psp
लिए		psp		psp
सिक्कों		n		n
की		psp		psp
प्रथा		n		n
जारी		adj		adj
थी		v		v
।		punc		punc
यहां		pn		pn
सिक्कों		n		n
की		psp		psp
ढलाई		n		n
का		psp		psp
काम		n		n
भी		avy		avy
किया		v		v
जाता		v		v
था		v		v
।		punc		punc
पुरातत्वविदों		n		n
को		psp		psp
इन		pn		pn
साइटों		n		n
से		psp		psp
कुछ		avy		avy
पुरातन		adj		adj
जेवरात		n		n
के		psp		psp
अवशेष		n		n
भी		avy		avy
हाथ		n		n
लगे		v		v
हैं		v		v
।		punc		punc
इनमें		pn		pn
कार्नीलियन		n		n
,		punc		punc
आईव्री		n		n
,		punc		punc
नीलम		n		n
,		punc		punc
पन्ना		n		n
,		punc		punc
पुखराज		n		n
,		punc		punc
NULL		unk		unk
कैटआई		n		n
आदि		avy		avy
के		psp		psp
मनके		n		n
शामिल		adj		adj
हैं		v		v
।		punc		punc
श्रीदर्द		n		n
कहते		v		v
हैं		v		v
कि		avy		avy
इन		pn		pn
खुदाइयों		n		n
में		psp		psp
मिट्टी		n		n
के		psp		psp
फ्लास्क		n		n
,		punc		punc
सुराही		n		n
व		avy		avy
विशेष		adj		adj
किस्म		n		n
के		psp		psp
गोल		adj		n
बर्तन		n		n
व		avy		avy
खिलौने		n		n
भी		avy		avy
मिले		v		v
हैं		v		v
।		punc		punc
इनकी		pn		pn
उम्र		n		n
तीन		num		num
हजार		num		num
साल		n		n
आंकी		v		v
गई		v		v
है		v		v
।		punc		punc
फ्लास्क		n		n
की		psp		psp
पेंदी		n		n
जालीदार		adj		adj
है		v		v
।		punc		punc
अनुमान		n		n
है		v		v
कि		avy		avy
इन		pn		pn
बर्तनों		n		n
को		psp		psp
उस		pn		pn
दौरान		nst		nst
आयुर्वेदिक		adj		adj
औषधि		n		n
तैयार		adj		adj
करने		v		v
के		psp		psp
लिए		psp		psp
भस्म		n		n
बनाने		v		v
में		psp		psp
इस्तेमाल		n		n
किया		v		v
जाता		v		v
रहा		v		v
होगा		v		v
।		punc		punc
इसी		pn		pn
तरह		n		n
से		psp		psp
देवी		n		n
-		punc		punc
देवताओं		n		n
की		psp		psp
मूर्ति		n		n
तैयार		adj		adj
करने		v		v
के		psp		psp
लिए		psp		psp
मिट्टी		n		n
की		psp		psp
कुछ		avy		avy
डाइयां		n		n
भी		avy		avy
हाथ		n		n
लगी		v		v
हैं		v		v
,		punc		punc
जो		pn		pn
उस		pn		pn
दौरान		nst		nst
विकसित		adj		adj
हुई		v		v
मृदाकला		n		n
की		psp		psp
स्थिति		n		n
को		psp		psp
बयान		n		n
करती		v		v
हैं		v		v
।		punc		punc
वंडाला		n		n
में		psp		psp
हुई		v		v
खुदाई		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
उन्होंने		pn		pn
बताया		v		v
कि		avy		avy
यहां		pn		pn
से		psp		psp
जमीन		n		n
के		psp		psp
नीचे		nst		nst
से		psp		psp
अस्सी		num		adj
रदों		n		n
की		psp		psp
ईंटें		n		n
मिली		v		v
हैं		v		v
,		punc		punc
जो		pn		pn
उस		pn		pn
दौरान		nst		nst
की		psp		psp
बेहतरीन		adj		adj
भवन		n		n
निर्माण		n		n
शैली		n		n
की		psp		psp
गवाह		n		n
हैं		v		v
।		punc		punc
खेमकरण		n		n
के		psp		psp
पास		nst		nst
बौद्ध		n		n
स्तूप		n		n
होने		v		v
का		psp		psp
दावा		n		n
करते		v		v
हुए		v		v
दर्द		n		n
ने		psp		psp
कहा		v		v
कि		avy		avy
अगर		avy		avy
उक्त		adj		adj
स्थानों		n		n
की		psp		psp
खुदाई		n		n
की		v		v
जाए		v		v
तो		avy		avy
और		avy		avy
भी		avy		avy
कई		avy		avy
रहस्य		n		n
उजागर		adj		adj
हो		v		v
सकते		v		v
हैं		v		v
।		punc		punc
कैबिनेट		n		n
सचिव		n		n
बी.		n		n
के.		n		n
चतुर्वेदी		n		n
ने		psp		psp
मेट्रो		n		n
चीफ		n		n
ई.		n		n
श्रीधरन		n		n
से		psp		psp
दिल्ली		n		n
और		avy		avy
मुंबई		n		n
हवाई		adj		adj
अड्डों		n		n
के		psp		psp
आधुनिकीकरण		n		n
की		psp		psp
प्रक्रिया		n		n
के		psp		psp
मूल्यांकन		n		n
के		psp		psp
लिए		psp		psp
गठित		adj		adj
उच्च		adj		adj
स्तरीय		adj		adj
पैनल		n		n
की		psp		psp
मदद		n		n
करने		v		v
को		psp		psp
कहा		v		v
है		v		v
।		punc		punc
सरकारी		adj		adj
सूत्रों		n		n
ने		psp		psp
बुधवार		n		n
को		psp		psp
यह		pn		pn
जानकारी		n		n
देते		v		v
हुए		v		v
कहा		v		v
कि		avy		avy
दोनों		num		num
हवाईअड्डों		n		n
की		psp		psp
निविदा		n		n
प्रक्रिया		n		n
पर		psp		psp
भी		avy		avy
श्रीधरन		n		n
की		psp		psp
राय		n		n
माँगी		v		v
गई		v		v
है		v		v
।		punc		punc
NULL		pn		unk
गौरतलब		adj		adj
है		v		v
कि		avy		avy
हवाई		adj		adj
अड्डों		n		n
के		psp		psp
आधुनिकीकरण		n		n
की		psp		psp
प्रक्रिया		n		n
के		psp		psp
मूल्यांकन		n		n
के		psp		psp
लिए		psp		psp
अंतर		n		n
-		punc		punc
मंत्रालय		n		n
समूह		n		n
में		psp		psp
मतभेद		n		n
पैदा		adj		adj
होने		v		v
के		psp		psp
बाद		nst		nst
पिछले		adj		adj
सप्ताह		n		n
कैबिनेट		n		n
सचिव		n		n
के		psp		psp
नेतृत्व		n		n
में		psp		psp
समिति		n		n
गठित		adj		adj
की		v		v
गई		v		v
थी		v		v
।		punc		punc
इस		pn		pn
समिति		n		n
के		psp		psp
अन्य		adj		adj
सदस्यों		n		n
में		psp		psp
नागरिक		n		n
उड्डयन		n		n
,		punc		punc
आर्थिक		adj		adj
मामलों		n		n
और		avy		avy
विधि		n		n
मंत्रालयों		n		n
के		psp		psp
सचिव		n		n
और		avy		avy
योजना		n		n
आयोग		n		n
के		psp		psp
सदस्य		n		n
सचिव		n		n
शामिल		adj		adj
हैं		v		v
।		punc		punc
यह		pn		pn
समिति		n		n
रक्षा		n		n
मंत्री		n		n
प्रणब		n		n
मुखर्जी		n		n
के		psp		psp
नेतृत्व		n		n
में		psp		psp
मंत्रियों		n		n
के		psp		psp
समूह		n		n
को		psp		psp
निवेदकों		n		n
के		psp		psp
अंतिम		adj		adj
चयन		n		n
के		psp		psp
लिए		psp		psp
तय		adj		adj
नियमों		n		n
के		psp		psp
बारे		psp		psp
में		psp		psp
और		avy		avy
जरूरत		n		n
पड़ने		v		v
पर		psp		psp
इसके		pn		pn
विकल्प		n		n
सुझाने		v		v
में		psp		psp
सलाह		n		n
देगी		v		v
।		punc		punc
दोनों		num		num
हवाई		adj		adj
अड्डों		n		n
के		psp		psp
आधुनिकीकरण		n		n
के		psp		psp
लिए		psp		psp
इस		pn		pn
समय		n		n
रिलायंस		n		n
और		avy		avy
जीएमआर		n		n
के		psp		psp
नेतृत्व		n		n
में		psp		psp
एक		num		num
समूह		n		n
समेत		psp		psp
छह		num		num
निवेदक		n		n
हैं		v		v
।		punc		punc
चयन		n		n
के		psp		psp
दो		num		num
निवेदक		n		n
भारतीय		adj		adj
हवाईअड्डा		n		n
प्राधिकरण		n		n
के		psp		psp
साथ		nst		nst
दो		num		num
संयुक्त		adj		adj
उद्यम		n		n
गठित		adj		adj
कर		v		v
दोनों		num		num
हवाई		adj		adj
अड्डों		n		n
का		psp		psp
आधुनिकीकरण		n		n
करेंगे		v		v
।		punc		punc
गुजरात		n		n
के		psp		psp
एक		num		num
भौतिकशास्त्री		n		n
को		psp		psp
अमेरिकी		adj		adj
अंतरिक्ष		n		n
एजेंसी		n		n
नासा		n		n
की		psp		psp
उस		pn		pn
शोध		n		n
टीम		n		n
में		psp		psp
शामिल		adj		adj
किया		v		v
गया		v		v
है		v		v
जो		pn		pn
विभिन्न		adj		adj
ग्रहों		n		n
पर		psp		psp
पानी		n		n
जैसे		psp		psp
तत्त्वों		n		n
पर		psp		psp
सूर्य		n		n
की		psp		psp
किरणों		n		n
के		psp		psp
प्रभाव		n		n
का		psp		psp
अध्ययन		n		n
करेगी		v		v
।		punc		punc
नासा		n		n
की		psp		psp
शोध		n		n
टीम		n		n
में		psp		psp
शामिल		adj		adj
होने		v		v
वाले		psp		psp
इस		pn		pn
गुजराती		adj		adj
वैज्ञानिक		n		n
का		psp		psp
नाम		n		n
कमल		n		n
