Word		Original_feature		Predicted_feature
के		UNK		UNK
मुताबिक		UNK		UNK
बीपीएससी		3		3
के		UNK		UNK
अध्यक्ष		3		3
के		UNK		UNK
अलावा		UNK		UNK
उप		3		UNK
सचिव		3		3
सैयद		3		3
मासूम		3		UNK
अली		3		3
,		UNK		UNK
आयोग		3		3
के		UNK		UNK
सदस्य		3		3
शिव		3		3
बालक		3		3
चौधरी		3		3
,		UNK		UNK
लिपिक		3		3
कामता		3		3
प्रसाद		3		3
,		UNK		UNK
लाइब्रेरियन		3		3
संजीव		3		3
कुमार		3		3
,		UNK		UNK
कंप्यूटर		3		3
प्रोग्रामर		3		3
भानु		3		3
प्रकाश		3		3
और		UNK		UNK
विजय		3		3
कुमार		3		3
,		UNK		UNK
सेक्शन		3		3
ऑफिसर		3		3
रत्नेश		3		3
प्रसाद		3		3
और		UNK		UNK
सहायक		3		3
तेज		3		UNK
नारायण		3		3
सिंह		3		3
को		UNK		UNK
गिरफ्तार		UNK		UNK
किया		any		any
गया		any		any
।		UNK		UNK
सतर्कता		3		3
निदेशालय		3		3
के		UNK		UNK
हाथ		3		3
उम्मीदवारों		3		3
के		UNK		UNK
चयन		3		3
में		UNK		UNK
बरती		any		any
गई		any		any
अनियमितताओं		3		3
से		UNK		UNK
संबंधित		UNK		UNK
दस्तावेज		3		3
हाथ		3		3
लग		3		any
जाने		any		any
के		UNK		UNK
बाद		3		3
आरोपियों		3		3
को		UNK		UNK
गिरफ्तार		UNK		UNK
किया		3		3
गया		any		any
है		3		3
।		UNK		UNK
सूत्रों		3		3
के		UNK		UNK
मुताबिक		UNK		UNK
इन		3		3
पर		UNK		UNK
भ्रष्टाचार		3		3
निरोधक		3		UNK
कानून		3		3
के		UNK		UNK
अलावा		UNK		UNK
भारतीय		3		UNK
दंड		3		3
संहिता		3		3
की		UNK		UNK
धारा		3		3
420		3		UNK
,		UNK		UNK
467		3		UNK
,		UNK		UNK
468		3		3
और		UNK		UNK
470		3		3
के		UNK		UNK
अंतर्गत		UNK		UNK
गिरफ्तार		UNK		UNK
किया		3		3
गया		any		any
है		3		3
।		UNK		UNK
सतर्कता		3		3
निदेशालय		3		3
की		UNK		UNK
टीम		3		3
ने		UNK		UNK
7		3		3
नवंबर		3		3
को		UNK		UNK
बीपीएससी		3		3
दफ्तर		3		3
में		UNK		UNK
छापेमारी		3		3
के		UNK		UNK
बाद		3		3
परीक्षा		3		3
से		UNK		UNK
संबंधित		UNK		UNK
दस्तावेज		3		3
को		UNK		UNK
अपने		any		any
कब्जे		3		3
में		UNK		UNK
ले		any		any
लिया		any		any
था		any		any
।		UNK		UNK
सूत्रों		3		3
के		UNK		UNK
मुताबिक		UNK		UNK
इस		3		3
छापेमारी		3		3
के		UNK		UNK
दौरान		3		3
बीपीएससी		3		3
दफ्तर		3		3
के		UNK		UNK
कर्मचारियों		3		3
की		UNK		UNK
ओर		3		3
से		UNK		UNK
किसी		3		3
प्रकार		3		3
का		UNK		UNK
सहयोग		3		3
नहीं		UNK		UNK
किया		any		any
गया		any		any
।		UNK		UNK
इससे		3		3
पहले		3		3
आयोग		3		3
ने		UNK		UNK
सतर्कता		3		3
निदेशालय		3		3
को		UNK		UNK
जाँच		3		3
के		UNK		UNK
लिए		UNK		UNK
संबंधित		UNK		UNK
दस्तावेज		3		3
देने		any		any
से		UNK		UNK
मना		3		3
कर		any		any
दिया		any		any
था		any		any
।		UNK		UNK
इसके		3		3
बाद		3		3
निदेशालय		3		3
ने		UNK		UNK
पटना		any		3
हाई		3		UNK
कोर्ट		3		3
का		UNK		UNK
दरवाजा		3		3
खटखटाया		any		any
।		UNK		UNK
अदालत		3		3
ने		UNK		UNK
बीपीएससी		3		3
को		UNK		UNK
जाँच		3		3
टीम		3		3
के		UNK		UNK
साथ		3		3
सहयोग		3		3
करने		any		any
और		UNK		UNK
सभी		UNK		UNK
संबंधित		UNK		UNK
दस्तावेज		3		3
सौंपने		any		any
के		UNK		UNK
आदेश		3		3
दिए		any		any
।		UNK		UNK
इससे		3		3
पहले		3		3
इस		3		3
परीक्षा		3		3
के		UNK		UNK
परिणाम		3		3
को		UNK		UNK
चुनौती		3		3
देते		any		any
हुए		any		any
कई		UNK		UNK
याचिकाएँ		3		3
दायर		UNK		UNK
की		any		any
गई		any		any
थीं		any		any
।		UNK		UNK
मामले		3		3
की		UNK		UNK
सुनवाई		3		3
के		UNK		UNK
दौरान		3		3
जस्टिस		3		3
एस.		3		3
के.		3		3
कटियार		3		3
ने		UNK		UNK
भी		UNK		UNK
जाँच		3		3
टीम		3		3
के		UNK		UNK
साथ		3		3
सहयोग		3		3
करने		any		any
के		UNK		UNK
लिए		UNK		UNK
कहा		any		any
था		any		any
।		UNK		UNK
याचिका		3		3
दायर		UNK		UNK
करने		any		any
वालों		UNK		UNK
ने		UNK		UNK
आयोग		3		3
पर		UNK		UNK
अनियमितता		3		3
बरतने		any		any
का		UNK		UNK
आरोप		3		3
लगाते		any		any
हुए		any		any
परीक्षा		3		3
को		UNK		UNK
रद्द		UNK		UNK
करने		any		any
और		UNK		UNK
फिर		UNK		UNK
से		UNK		UNK
परीक्षा		3		3
लेने		any		any
की		UNK		UNK
माँग		3		3
की		3		3
है		3		3
।		UNK		UNK
जम्मू		3		3
-		UNK		UNK
कश्मीर		3		3
के		UNK		UNK
मनोनीत		UNK		UNK
मुख्यमंत्री		3		3
गुलाम		3		3
नबी		3		3
आज़ाद		3		3
ने		UNK		UNK
कहा		any		3
है		any		3
कि		UNK		UNK
घाटी		3		3
में		UNK		UNK
शांति		3		3
बहाल		UNK		UNK
करना		any		any
उनके		3h		3h
सामने		3		3
सबसे		UNK		UNK
बड़ी		UNK		UNK
चुनौती		3		3
है		3		3
।		UNK		UNK
जिस		3		3
हीलिंग		3		3
टच		3		3
को		UNK		UNK
मुख्यमंत्री		3		3
मुफ्ती		3		3
मोहम्मद		3		3
सईद		3		3
से		UNK		UNK
जोड़ा		3		3
जा		any		any
रहा		any		any
है		3		3
,		UNK		UNK
वह		3		3
दरअसल		UNK		UNK
कांग्रेस		3		3
की		UNK		UNK
नीति		3		3
थी		any		any
।		UNK		UNK
उनकी		3h		3h
कोशिश		3		3
होगी		3		3
कि		UNK		UNK
सभी		UNK		UNK
पार्टियों		3		3
को		UNK		UNK
साथ		3		3
लेकर		any		any
रियासत		3		3
में		UNK		UNK
अमन		3		3
बहाल		UNK		UNK
करें		3h		3
।		UNK		UNK
केंद्रीय		UNK		UNK
शहरी		UNK		UNK
विकास		3		3
मंत्री		3		3
गुलाम		3		3
नबी		3		3
आज़ाद		3		3
ने		UNK		UNK
शनिवार		3		3
को		UNK		UNK
पत्रकारों		3		3
से		UNK		UNK
अनौपचारिक		UNK		UNK
बात		3		3
-		UNK		UNK
चीत		3		3
में		UNK		UNK
कहा		any		any
कि		UNK		UNK
वह		3		3
छोटा		UNK		UNK
मंत्रिमंडल		3		3
बनाना		any		any
चाहते		3h		3h
हैं		3h		3
।		UNK		UNK
पर		UNK		UNK
इसके		3		3
लिए		UNK		UNK
सहयोगी		UNK		UNK
दलों		3		3
पर		UNK		UNK
कोई		3		3
दबाव		3		3
नहीं		UNK		UNK
डाला		3		3
जाएगा		3		3
।		UNK		UNK
बकौल		UNK		UNK
उनके		3h		3h
,		UNK		UNK
रियासत		3		3
तीन		UNK		UNK
दर्जन		3		3
मंत्रियों		3		3
का		UNK		UNK
खर्चा		3		3
बर्दाश्त		3		UNK
नहीं		UNK		UNK
कर		any		any
सकती		any		any
।		UNK		UNK
इसलिए		UNK		UNK
मंत्रियों		3		3
की		UNK		UNK
संख्या		3		3
में		UNK		UNK
कटौती		3		3
जरूरी		UNK		UNK
है		3		3
।		UNK		UNK
आजाद		3		3
को		UNK		UNK
इस		3		3
बात		3		3
पर		UNK		UNK
भी		UNK		UNK
काफी		UNK		UNK
एतराज		3		UNK
है		3		3
कि		UNK		UNK
'		UNK		UNK
हीलिंग		3		3
टच		3		3
'		UNK		UNK
पॉलिसी		3		3
को		UNK		UNK
मुफ्ती		3		3
मोहम्मद		3		3
सईद		3		3
से		UNK		UNK
जोड़कर		any		any
देखा		3		3
जा		any		any
रहा		any		any
है		3		3
।		UNK		UNK
उन्होंने		3h		3h
कहा		any		any
कि		UNK		UNK
'		UNK		UNK
हीलिंग		3		3
टच		3		3
'		UNK		UNK
पॉलिसी		3		3
असल		3		3
में		UNK		UNK
कांग्रेस		3		3
की		UNK		UNK
देन		3		3
है		3		3
और		UNK		UNK
विधानसभा		3		3
चुनाव		3		3
घोषणा		3		3
में		UNK		UNK
इसका		3		3
वायदा		3		3
किया		3		3
गया		any		any
है		3		3
।		UNK		UNK
आज़ाद		3		3
का		UNK		UNK
कहना		any		any
है		3		3
कि		UNK		UNK
घाटी		3		3
में		UNK		UNK
अमल		3		UNK
बहाल		UNK		UNK
करना		any		any
उनके		3h		3h
लिए		UNK		UNK
बड़ी		UNK		UNK
चुनौती		3		3
है		3		3
और		UNK		UNK
इसके		3		3
लिए		UNK		UNK
वह		3		3
सियासी		UNK		3
व		UNK		UNK
गैर		UNK		UNK
सियासी		UNK		UNK
पार्टियों		3		3
का		UNK		UNK
सहयोग		3		3
लेंगे		3h		3h
।		UNK		UNK
मनोनीत		UNK		UNK
मुख्यमंत्री		3		3
पीडीपी		3		3
को		UNK		UNK
अपना		any		any
राजनीतिक		UNK		UNK
विरोधी		3		UNK
नहीं		UNK		UNK
मानते		3h		any
।		UNK		UNK
उनका		3h		3h
कहना		any		any
है		3		3
कि		UNK		UNK
कश्मीर		3		3
में		UNK		UNK
हर		UNK		UNK
पार्टी		3		3
के		UNK		UNK
लिए		UNK		UNK
काफी		UNK		UNK
जगह		3		3
मौजूद		UNK		UNK
है		3		3
और		UNK		UNK
कांग्रेस		3		3
को		UNK		UNK
मजबूत		UNK		UNK
करने		any		any
के		UNK		UNK
लिए		UNK		UNK
वह		3		3
भी		UNK		UNK
जरूरी		UNK		UNK
कदम		3		3
उठाएँगे		3h		3
।		UNK		UNK
आज़ाद		3		3
इस		3		3
बात		3		3
पर		UNK		UNK
भी		UNK		UNK
काफी		UNK		UNK
नाराज़		UNK		UNK
हैं		3h		3
कि		UNK		UNK
मीडिया		3		3
घाटी		3		3
में		UNK		UNK
कांग्रेस		3		3
को		UNK		UNK
काफी		UNK		UNK
कम		UNK		UNK
करके		any		any
आँक		3		3
रही		any		any
है		3		3
।		UNK		UNK
जबकि		UNK		UNK
घाटी		3		3
में		UNK		UNK
कांग्रेस		3		3
का		UNK		UNK
खासा		UNK		3
वजूद		3		UNK
है		3		3
।		UNK		UNK
विधानसभा		3		3
चुनाव		3		3
में		UNK		UNK
कांग्रेस		3		3
ने		UNK		UNK
पाँच		UNK		UNK
सीटों		3		3
पर		UNK		UNK
जीत		3		3
हासिल		UNK		UNK
की		any		any
थी		any		any
।		UNK		UNK
इसके		3		3
अलावा		UNK		UNK
घाटी		3		3
की		UNK		UNK
47		UNK		3
में		UNK		UNK
आठ		UNK		UNK
सीट		3		3
कांग्रेस		3		3
ने		UNK		UNK
पीडीपी		3		3
के		UNK		UNK
लिए		UNK		UNK
छोड़		any		any
दी		any		any
थी		any		any
।		UNK		UNK
कांग्रेस		3		3
की		UNK		UNK
सत्ता		3		3
संभालने		3		3
के		UNK		UNK
बाद		3		3
कश्मीर		3		3
में		UNK		UNK
होने		any		any
वाली		UNK		UNK
प्रतिक्रिया		3		3
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
सवाल		3		3
किए		any		any
जाने		any		any
पर		UNK		UNK
आजाद		3		3
ने		UNK		UNK
कहा		any		any
कि		UNK		UNK
कश्मीर		3		3
में		UNK		UNK
हालात		3		3
अब		UNK		UNK
बदल		3		3
गए		any		any
हैं		3		3
।		UNK		UNK
भूमंडलीकरण		3		3
का		UNK		UNK
असर		3		3
वहाँ		UNK		UNK
भी		UNK		UNK
नज़र		3		3
आने		3		3
लगा		any		3
है		3		3
।		UNK		UNK
कश्मीरी		UNK		UNK
आवाम		3		3
भी		UNK		UNK
हक़ीकत		3		3
समझ		3		3
गई		any		any
है		3		3
।		UNK		UNK
इसलिए		UNK		UNK
,		UNK		UNK
कश्मीर		3		3
पर		UNK		UNK
इसका		3		3
कोई		3		3
असर		3		3
नहीं		UNK		UNK
पड़ेगा		3		3
।		UNK		UNK
उपमुख्यमंत्री		3		3
मंगतराम		3		3
शर्मा		3		3
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
प्रश्न		3		UNK
किए		3		any
जाने		any		any
पर		UNK		UNK
उन्होंने		3h		3h
कहा		any		any
कि		UNK		UNK
अभी		UNK		UNK
इस		3		3
बारे		UNK		UNK
में		UNK		UNK
कोई		3		3
फैसला		3		3
नहीं		UNK		UNK
किया		3		3
गया		any		any
है		3		3
।		UNK		UNK
खुद		UNK		UNK
उनके		3h		3h
चुनाव		3		3
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
सवाल		3		3
किए		any		any
जाने		any		any
पर		UNK		UNK
आज़ाद		3		3
ने		UNK		UNK
कहा		any		any
कि		UNK		UNK
इस		3		3
बारे		UNK		UNK
में		UNK		UNK
कुछ		3		UNK
भी		UNK		UNK
तय		UNK		UNK
नहीं		UNK		UNK
किया		3		3
गया		any		any
है		3		3
।		UNK		UNK
हालांकि		UNK		UNK
,		UNK		UNK
अगले		UNK		UNK
साल		3		3
अप्रैल		3		3
में		UNK		UNK
विधान		3		3
परिषद		3		3
की		UNK		UNK
12		UNK		UNK
सीट		3		3
खाली		UNK		UNK
हो		3		3
रही		any		any
हैं		3		3
।		UNK		UNK
ओंकारेश्वर		3		3
मंदिर		3		3
में		UNK		UNK
भगवान		3		3
मदमहेश्वर		3		3
की		UNK		UNK
डोली		3		3
आज		3		3
मुख्य		UNK		UNK
मंदिर		3		3
से		UNK		UNK
निकालकर		any		any
गद्दी		3		3
स्थल		3		3
में		UNK		UNK
रखी		any		any
गई		any		any
।		UNK		UNK
वहां		UNK		UNK
पूजा		3		3
अर्चना		3		3
के		UNK		UNK
बाद		3		3
भगवान		3		3
की		UNK		UNK
मूर्ति		3		3
बड़े		UNK		UNK
जमाण		3		3
(		UNK		UNK
डोली		3		3
)		UNK		UNK
में		UNK		UNK
रखी		any		any
गई		any		any
।		UNK		UNK
सैकड़ों		UNK		UNK
भक्तों		3		3
ने		UNK		UNK
डोली		3		3
के		3h		UNK
दर्शन		3		3
किये		3h		any
।		UNK		UNK
पंचकेदारों		3		3
में		UNK		UNK
मद्महेश्वर		3		3
यात्रा		3		3
सर्वाधिक		UNK		UNK
कठिन		UNK		UNK
मानी		3		3
जाती		any		any
है		3		3
।		UNK		UNK
ऊखीमठ		3		3
से		UNK		UNK
उनियाणा		3		3
तक		UNK		UNK
मोटर		3		3
NULL		UNK		UNK
NULL		UNK		UNK
और		UNK		UNK
इसके		3		3
बाद		3		3
दुरूह		UNK		UNK
पैदल		UNK		UNK
मार्ग		3		3
है		3		3
।		UNK		UNK
उनियाणा		3		3
से		UNK		UNK
रांशी		3		3
तथा		UNK		UNK
गौंडार		3		3
गांव		3		3
तक		UNK		UNK
आठ		UNK		UNK
किमी		3		3
तथा		UNK		UNK
इसके		3		3
पश्चात		3		3
10		UNK		UNK
किमी		3		3
खड़ी		UNK		UNK
चढ़ाई		3		3
पार		3		3
कर		any		any
मदमहेश्वर		3		3
के		3h		UNK
दर्शन		3		3
होते		3h		3
हैं		3h		3
।		UNK		UNK
मंदिर		3		3
रमणीक		UNK		3
मैदान		3		3
पर		UNK		UNK
है		3		3
।		UNK		UNK
बदरीनाथ		3		3
केदारनाथ		3		3
मंदिर		3		3
समिति		3		3
के		UNK		UNK
उपकार्यधिकारी		3		3
जेपी		3		3
नंबूरी		3		3
के		UNK		UNK
अनुसार		UNK		UNK
गत		UNK		UNK
वर्ष		3		3
पांच		UNK		UNK
हजार		UNK		UNK
श्रद्धालुओं		3		3
ने		UNK		UNK
मंदिर		3		3
के		3h		UNK
दर्शन		3		3
किए		3h		any
।		UNK		UNK
इनसे		3		3
72		UNK		UNK
हजार		UNK		UNK
रुपये		3		3
की		UNK		UNK
आय		3		3
हुई		any		any
।		UNK		UNK
विधायक		3		3
आशा		3		3
नौटियाल		3		3
ने		UNK		UNK
बताया		any		any
कि		UNK		UNK
प्रदेश		3		3
सरकार		3		3
ने		UNK		UNK
नानू		3		3
बुग्याल		3		3
तक		UNK		UNK
मोटर		3		3
मार्ग		3		3
स्वीकृत		UNK		UNK
कर		3		3
दिया		any		any
है		3		3
।		UNK		UNK
इस		3		3
अवसर		3		3
पर		UNK		UNK
मुख्य		UNK		UNK
कार्याधिकारी		3		3
विजय		3		3
ढौंडियाल		3		3
,		UNK		UNK
मंदिर		3		3
अधिकारी		3		3
भूपेंद्र		3		3
मैठाणी		3		3
,		UNK		UNK
शिवानंद		3		3
पवार		3		3
,		UNK		UNK
दीनानाथ		3		3
तिवाड़ी		3		3
,		UNK		UNK
राजशेखर		3		3
पुजारी		3		3
,		UNK		UNK
गुरुलिंग		3		3
पुजारी		3		3
व		UNK		UNK
डा.		3		3
आरएन		3		3
थपलियाल		3		3
भी		UNK		UNK
मौजूद		UNK		UNK
थे		any		any
।		UNK		UNK
दस		3		3
को		UNK		UNK
यह		3		3
बनियाकुंड		3		3
NULL		UNK		UNK
तथा		UNK		UNK
11		3		3
मई		3		3
को		UNK		UNK
तुंगनाथ		3		3
पहुँचेगी		3		3
और		UNK		UNK
कपाट		3		3
खोल		3		any
दिए		any		any
जाएंगें		3		3
।		UNK		UNK
यह		3		3
डोली		3		3
मक्कू		3		3
से		UNK		UNK
15		UNK		UNK
किमी.		3		3
पैदल		UNK		3
दूरी		3		3
तय		UNK		UNK
करेगी		3		3
।		UNK		UNK
दिल्ली		3		3
विश्वविद्यालय		3		3
की		UNK		UNK
तरह		UNK		UNK
रैगिंग		3		3
का		UNK		UNK
साया		3		3
अब		UNK		UNK
गुड़गाँव		3		3
के		UNK		UNK
कॉलेजों		3		3
पर		UNK		UNK
भी		UNK		UNK
पड़ने		3		3
लगा		any		3
है		3		3
।		UNK		UNK
गुड़गाँव		3		3
के		UNK		UNK
प्रतिष्ठित		UNK		UNK
नेशनल		UNK		UNK
लॉ		3		3
कॉलेज		3		3
में		UNK		UNK
प्रथम		UNK		UNK
वर्ष		3		3
के		UNK		UNK
एक		UNK		UNK
छात्र		3		3
के		UNK		UNK
साथ		3		3
वरिष्ठ		UNK		UNK
छात्रों		3		3
द्वारा		UNK		UNK
रैगिंग		3		3
करने		any		any
का		UNK		UNK
मामला		3		3
प्रकाश		3		3
में		UNK		UNK
आया		3		3
है		3		3
।		UNK		UNK
सीनियर		UNK		UNK
छात्रों		3		3
ने		UNK		UNK
नए		UNK		UNK
छात्र		3		3
के		UNK		UNK
साथ		3		3
अभद्र		UNK		3
तरीके		3		3
से		UNK		UNK
रैगिंग		3		3
करने		any		any
की		UNK		UNK
कोशिश		3		3
की		any		any
।		UNK		UNK
इसका		3		3
विरोध		3		3
करने		any		any
पर		UNK		UNK
उसे		3		3
इतना		UNK		UNK
पीटा		any		3
कि		UNK		UNK
वह		3		3
लहू		3		3
-		UNK		UNK
लुहान		UNK		3
हो		any		any
गया		any		any
और		UNK		UNK
उसे		3		3
अस्पताल		3		3
में		UNK		UNK
भर्ती		UNK		3
करवाना		any		any
पड़ा		any		any
।		UNK		UNK
अब		UNK		UNK
कॉलेज		3		3
प्रशासन		3		3
इस		3		3
मामले		3		3
पर		UNK		UNK
लीपा		3		3
-		UNK		UNK
पोती		3		3
करने		any		any
की		UNK		UNK
कोशिश		3		3
कर		3		3
रहा		any		any
है		3		3
।		UNK		UNK
बताया		3		3
जाता		any		any
है		3		3
कि		UNK		UNK
१७		3		3
अगस्त		3		3
को		UNK		UNK
विधि		3		3
स्नातक		3		3
के		UNK		UNK
पहले		UNK		3
वर्ष		3		3
का		UNK		UNK
छात्र		3		3
प्रशांत		3		3
टोकस		3		3
सेक्टर		3		3
-		UNK		UNK
४२		3		3
स्थित		UNK		UNK
नेशनल		UNK		UNK
लॉ		3		3
कॉलेज		3		any
गया		any		any
था		any		any
।		UNK		UNK
प्रशांत		3		3
दिल्ली		3		3
से		UNK		UNK
कॉलेज		3		3
आया		any		any
था		any		any
।		UNK		UNK
पहले		UNK		3
ही		UNK		UNK
दिन		3		3
कॉलेज		3		3
परिसर		3		3
में		UNK		UNK
आधा		UNK		UNK
दर्जन		3		3
से		UNK		UNK
अधिक		UNK		UNK
सीनियर		UNK		UNK
छात्रों		3		3
ने		UNK		UNK
उसे		3		3
घेर		any		any
लिया		any		any
।		UNK		UNK
उन्होंने		3		3h
प्रशांत		3		3
के		UNK		UNK
साथ		3		3
अभद्र		UNK		3
व्यवहार		3		3
शुरू		3		3
कर		any		any
दिया		any		any
।		UNK		UNK
NULL		UNK		UNK
प्रशांत		3		3
ने		UNK		UNK
इसका		3		3
विरोध		3		3
किया		any		any
तो		UNK		UNK
उन्होंने		3		3h
उसे		3		3
जमकर		UNK		UNK
पीटा		any		3
।		UNK		UNK
प्रशांत		3		3
के		UNK		UNK
अभिभावकों		3		3
के		UNK		UNK
अनुसार		UNK		UNK
उसके		3		3
चेहरे		3		3
,		UNK		UNK
गले		3		3
व		UNK		UNK
छाती		3		3
पर		UNK		UNK
जबरदस्त		UNK		UNK
प्रहार		3		3
किए		any		any
गए		any		any
।		UNK		UNK
इसके		3		3
चलते		UNK		UNK
उसका		3		3
चेहरा		3		3
व		UNK		UNK
गला		3		UNK
सूज		any		3
गया		any		any
।		UNK		UNK
प्रशांत		3		3
के		UNK		UNK
रिश्तेदार		3		UNK
विकास		3		3
टोकस		3		3
के		UNK		UNK
अनुसार		UNK		UNK
प्रशांत		3		3
लगभग		UNK		UNK
दो		UNK		UNK
घंटे		3		3
तक		UNK		UNK
कॉलेज		3		3
में		UNK		UNK
लहू		3		3
-		UNK		UNK
लुहान		UNK		3
पड़ा		any		any
रहा		any		any
,		UNK		UNK
लेकिन		UNK		UNK
कॉलेज		3		3
प्रशासन		3		3
ने		UNK		UNK
उसे		3		3
फर्स्ट		3		UNK
एड		3		3
देने		any		any
के		UNK		UNK
बजाय		UNK		UNK
मामले		3		3
को		UNK		UNK
रफा		3		3
-		UNK		UNK
दफा		3		3
कराने		any		any
का		UNK		UNK
प्रयास		3		3
किया		any		any
।		UNK		UNK
बाद		3		3
में		UNK		UNK
प्रशांत		3		3
के		UNK		UNK
पिता		3		3
अजीत		3		3
टोकस		3		3
को		UNK		UNK
यह		3		3
जानकारी		3		3
दी		any		any
गई		any		any
।		UNK		UNK
प्रशांत		3		3
को		UNK		UNK
लेकर		any		any
अजीत		3		3
टोकस		3		3
सिविल		3		UNK
अस्पताल		3		3
गए		3h		any
।		UNK		UNK
वहाँ		UNK		UNK
डॉक्टरों		3		3
ने		UNK		UNK
प्रशांत		3		3
की		UNK		UNK
हालत		3		3
देखकर		any		any
उसे		3		3
अस्पताल		3		3
में		UNK		UNK
दाखिल		UNK		UNK
कर		any		any
लिया		any		any
।		UNK		UNK
प्रशांत		3		3
१८		3		3
अगस्त		3		3
तक		UNK		UNK
अस्पताल		3		3
में		UNK		UNK
रहा		any		any
।		UNK		UNK
बाद		3		3
में		UNK		UNK
वहाँ		UNK		UNK
से		UNK		UNK
उसे		3		3
डिस्चार्ज		UNK		3
कराकर		any		any
दिल्ली		3		3
के		UNK		UNK
एक		UNK		UNK
निजी		UNK		UNK
अस्पताल		3		3
में		UNK		UNK
दाखिल		UNK		UNK
किया		any		any
गया		any		any
।		UNK		UNK
अजीत		3		3
टोकस		3		3
के		UNK		UNK
अनुसार		UNK		UNK
अभी		UNK		UNK
भी		UNK		UNK
प्रशांत		3		3
पूरी		UNK		UNK
तरह		3		3
से		UNK		UNK
ठीक		UNK		UNK
नहीं		UNK		UNK
हुआ		3		3
है		3		3
।		UNK		UNK
प्रशांत		3		3
के		UNK		UNK
परिजनों		3		3
का		UNK		UNK
आरोप		3		3
है		3		3
कि		UNK		UNK
कॉलेज		3		3
प्रशासन		3		3
ने		UNK		UNK
रैगिंग		3		3
करने		any		any
वाले		UNK		UNK
छात्रों		3		3
के		UNK		UNK
खिलाफ		UNK		UNK
अभी		UNK		UNK
तक		UNK		UNK
कोई		3		3
कार्रवाई		3		3
नहीं		UNK		UNK
की		3		3
है		3		3
।		UNK		UNK
उनके		3		3h
अनुसार		UNK		UNK
कॉलेज		3		3
प्रशासन		3		3
इस		3		3
मामले		3		3
पर		UNK		UNK
लीपा		3		3
-		UNK		UNK
पोती		3		3
कर		any		any
दोषी		UNK		UNK
छात्रों		3		3
को		UNK		UNK
बचाने		any		any
की		UNK		UNK
कोशिश		3		3
कर		3		3
रहा		any		any
है		3		3
।		UNK		UNK
प्रशांत		3		3
ने		UNK		UNK
कॉलेज		3		3
के		UNK		UNK
सीनियर		UNK		UNK
छात्र		3		3
रविंद्र		3		3
यादव		3		3
,		UNK		UNK
सचिन		3		3
सहरावत		3		3
व		UNK		UNK
प्रवीण		3		3
नागर		3		3
सहित		UNK		UNK
सात		UNK		UNK
छात्रों		3		3
पर		UNK		UNK
रैगिंग		3		3
करने		any		any
का		UNK		UNK
आरोप		3		3
लगाया		3		3
है		3		3
।		UNK		UNK
इस		3		3
बीच		3		3
लॉ		3		3
कॉलेज		3		3
के		UNK		UNK
निदेशक		3		3
प्रो.		3		3
जे.		3		3
एल.		3		3
कौल		3		3
ने		UNK		UNK
स्वीकार		3		3
किया		any		any
कि		UNK		UNK
१७		3		3
अगस्त		3		3
को		UNK		UNK
कॉलेज		3		3
परिसर		3		3
में		UNK		UNK
एक		UNK		UNK
घटना		3		3
हुई		3		3
है		3		3
।		UNK		UNK
हालांकि		UNK		UNK
उन्होंने		3h		3h
इसे		3		3
रैगिंग		3		3
का		UNK		UNK
मामला		3		3
मानने		any		any
से		UNK		UNK
इन्कार		3		3
कर		any		any
दिया		any		any
।		UNK		UNK
उन्होंने		3h		3h
कहा		any		any
कि		UNK		UNK
इस		3		3
घटना		3		3
की		UNK		UNK
शिकायत		3		3
उन्हें		3h		3h
मिली		3		3
है		3		3
।		UNK		UNK
इस		3		3
शिकायत		3		3
को		UNK		UNK
कॉलेज		3		3
की		UNK		UNK
अनुशासनात्मक		UNK		UNK
समिति		3		3
को		UNK		UNK
भेज		3		any
दिया		any		3
गया		any		any
है		3		3
।		UNK		UNK
समिति		3		3
की		UNK		UNK
रिपोर्ट		3		3
के		UNK		UNK
आधार		3		3
पर		UNK		UNK
ही		UNK		UNK
कार्रवाई		3		3
होगी		3		3
।		UNK		UNK
पुरातत्वविदों		3		3
का		UNK		UNK
मानना		any		any
है		3		3
कि		UNK		UNK
अमृतसर		3		3
का		UNK		UNK
इतिहास		3		3
यहां		UNK		UNK
की		UNK		UNK
जमीन		3		3
में		UNK		UNK
आज		3		3
भी		UNK		UNK
दफन		UNK		3
है		3		3
।		UNK		UNK
खुदाई		3		3
के		UNK		UNK
दौरान		3		3
मिले		any		any
कुछ		UNK		UNK
अवशेष		3		UNK
उनकी		3		3h
इस		3		3
बात		3		3
को		UNK		UNK
प्रमाणित		UNK		UNK
भी		UNK		UNK
करते		3		3
हैं		3		3
।		UNK		UNK
अंग्रेजों		3		3
द्वारा		UNK		UNK
चिह्नित		UNK		UNK
नगर		3		3
के		UNK		UNK
करीब		3		UNK
पांच		UNK		UNK
जगहों		3		3
कोटली		3		3
बसावा		3		3
सिंह		3		3
,		UNK		UNK
अलगो		3		3
कोठी		3		3
,		UNK		UNK
हर्षाछीना		3		3
,		UNK		UNK
पक्का		3		3
विंड		3		3
एवं		UNK		UNK
अटारी		3		3
में		UNK		UNK
जमीन		3		3
की		UNK		UNK
ऊपरी		UNK		UNK
सतह		3		3
की		UNK		UNK
