Word		Original_feature		Predicted_feature
काम		m		m
पाने		any		any
वाले		m		m
लोगों		m		m
के		m		m
नाम		m		m
पंचायतों		f		f
में		UNK		UNK
दर्ज		any		any
हो		any		any
जाए		m		any
।		UNK		UNK
मंत्रालय		m		m
इससे		any		any
पहले		m		m
इस		any		any
मसले		m		m
पर		UNK		UNK
राज्यों		m		m
के		m		m
ग्रामीण		any		any
विकास		m		m
सचिवों		m		m
की		f		f
राय		f		f
ले		m		m
चुका		m		m
है		any		any
।		UNK		UNK
इसके		any		any
अलावा		UNK		UNK
मंत्रालय		m		m
इस		any		any
कानून		m		m
के		m		m
दिशा		f		f
-		UNK		UNK
निर्देशों		m		m
को		UNK		UNK
लेकर		any		any
योजना		f		f
आयोग		m		m
के		UNK		UNK
साथ		m		m
भी		UNK		UNK
विचार		m		m
-		UNK		UNK
विमर्श		m		m
कर		any		m
चुका		any		m
है		any		any
।		UNK		UNK
पद्मभूषण		m		m
और		UNK		UNK
पद्मश्री		m		m
स्वामी		m		m
कल्याण		m		m
देव		m		m
जी		UNK		f
को		UNK		UNK
आज		m		m
वेद		m		m
मंत्रोच्चारों		m		m
के		UNK		UNK
बीच		m		m
समाधि		f		f
दे		f		f
दी		f		f
गई		f		f
।		UNK		UNK
हजारों		any		any
अनुयायियों		m		m
ने		UNK		UNK
नम		any		any
आंखों		f		m
से		UNK		UNK
स्वामी		m		f
कल्याण		m		m
देव		m		m
जी		UNK		f
के		m		m
अंतिम		any		any
दर्शन		m		m
किए		m		m
और		UNK		UNK
11.50		any		any
पर		UNK		UNK
शुक्रताल		m		m
में		UNK		UNK
स्वामी		m		f
शुकदेव		m		m
जी		UNK		f
के		m		m
आश्रम		m		m
के		UNK		UNK
पीछे		m		m
दुर्गा		f		m
मंदिर		m		m
के		UNK		UNK
समीप		m		m
उन्हें		any		any
समाधि		f		f
दी		f		f
गई		f		f
।		UNK		UNK
कल		m		m
129		any		any
वर्ष		m		m
की		f		f
आयु		f		f
में		UNK		UNK
स्वामी		m		f
जी		UNK		any
ब्रह्मलीन		any		any
हुए		m		m
थे		m		m
।		UNK		UNK
विडंबना		f		f
रही		f		f
कि		UNK		UNK
शिक्षा		f		f
,		UNK		UNK
स्वराज		m		m
,		UNK		UNK
NULL		UNK		UNK
प्रमुख		any		any
समाज		m		m
सेवा		f		f
के		m		m
क्षेत्र		m		m
में		UNK		UNK
कर्मयोगी		m		any
कहे		any		any
जाने		any		any
वाले		m		m
स्वामी		m		f
जी		UNK		f
की		f		f
अंतिम		any		any
क्रिया		f		f
में		UNK		UNK
भाग		m		m
लेने		any		any
के		UNK		UNK
लिए		UNK		UNK
केंद्र		m		m
और		UNK		UNK
राज्य		m		m
सरकार		f		f
की		f		f
तरफ		f		f
से		UNK		UNK
कोई		any		any
प्रतिनिधि		m		m
मौजूद		any		any
नहीं		UNK		UNK
था		m		m
।		UNK		UNK
उत्तरांचल		m		m
के		m		m
मुख्यमंत्री		m		m
एन.		m		m
डी.		m		m
तिवारी		any		any
और		UNK		UNK
राज्यसभा		f		f
सदस्य		m		m
अजय		m		m
चौटाला		any		m
इस		any		any
मौके		m		m
पर		UNK		UNK
मौजूद		any		any
थे		m		m
।		UNK		UNK
खबर		f		f
मिली		f		f
कि		UNK		UNK
राज्य		m		m
के		m		m
मुख्यमंत्री		m		m
मुलायम		m		m
सिंह		m		m
यादव		any		any
ने		UNK		UNK
स्वामी		m		f
जी		UNK		f
के		m		m
निधन		m		m
पर		UNK		UNK
शोक		m		m
संवेदना		f		f
व्यक्त		any		any
की		f		f
है		any		any
।		UNK		UNK
समाधि		f		f
देने		any		any
का		m		m
कार्यक्रम		m		m
11.20		any		any
पर		UNK		UNK
आरंभ		m		m
हुआ		m		m
।		UNK		UNK
इससे		any		any
पहले		m		m
उनके		m		m
अंतिम		any		any
दर्शनों		m		m
को		UNK		UNK
लगातार		UNK		UNK
हजारों		m		f
की		f		f
संख्या		f		f
में		UNK		UNK
श्रद्धालु		m		m
आते		m		m
रहे		m		m
।		UNK		UNK
शांतिकुंज		m		m
से		UNK		UNK
आरंभ		m		m
हुई		f		f
शवयात्रा		f		f
शुकदेव		m		m
जी		UNK		f
के		m		m
आश्रम		m		m
पर		UNK		UNK
संपन्न		any		any
हुई		f		f
और		UNK		UNK
शांतिकुंज		m		m
के		m		m
साधकों		m		m
ने		UNK		UNK
मंत्रोच्चारों		m		m
और		UNK		UNK
भाव		m		m
विह्लल		any		m
माहौल		m		m
में		UNK		UNK
स्वामी		m		f
जी		UNK		f
को		UNK		UNK
समाधि		f		f
दी		f		f
।		UNK		UNK
देश		m		m
में		UNK		UNK
उच्च		any		any
शिक्षा		f		f
के		UNK		UNK
लिए		UNK		UNK
दाखिला		m		f
लेने		any		any
वाले		m		m
एक		any		any
करोड़		any		any
छात्रों		m		m
में		UNK		UNK
८४		any		any
लाख		any		any
का		m		m
भविष्य		m		m
अब		UNK		UNK
भी		UNK		UNK
अधर		m		m
में		UNK		UNK
झूल		m		m
रहा		m		m
है		any		any
।		UNK		UNK
ये		any		any
पढ़ाई		f		f
तो		UNK		UNK
कर		m		m
रहे		m		m
हैं		any		any
लेकिन		UNK		UNK
रोजगार		m		m
भाग्य		m		m
के		m		m
ही		UNK		UNK
भरोसे		m		m
है		any		any
।		UNK		UNK
यानि		UNK		UNK
यह		any		any
खोटी		f		f
शिक्षा		f		f
इन्हें		any		any
रोजी		f		any
-		UNK		UNK
रोटी		f		f
की		f		f
गारंटी		f		f
नहीं		UNK		UNK
दे		any		any
सकती		f		f
।		UNK		UNK
यहाँ		UNK		UNK
तक		UNK		UNK
कि		UNK		UNK
तमाम		UNK		UNK
दावों		m		m
के		UNK		UNK
बावजूद		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
मंत्रालय		m		m
अभी		UNK		UNK
तक		UNK		UNK
इस		any		any
मामले		m		m
में		UNK		UNK
कोई		any		any
ठोस		any		any
कार्य		m		m
योजना		f		f
नहीं		UNK		UNK
तैयार		any		any
कर		m		m
सका		m		m
है		any		any
।		UNK		UNK
विश्वविद्यालयों		m		m
और		UNK		UNK
कॉलेजों		m		m
को		UNK		UNK
अभी		UNK		UNK
इंटरनेट		m		m
और		UNK		UNK
कंप्यूटर		m		m
नेटवर्क		m		m
से		UNK		UNK
जोड़ने		any		any
की		f		f
योजना		f		f
को		UNK		UNK
भी		UNK		UNK
अमलीजामा		m		m
नहीं		UNK		UNK
पहनाया		m		m
जा		any		any
सका		m		m
है		any		any
।		UNK		UNK
विश्वविद्यालय		m		m
अनुदान		m		m
आयोग		m		m
के		m		m
आँकड़ों		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
४५		any		any
लाख		any		any
छात्र		m		m
अकेले		m		m
कला		f		m
संकाय		m		m
में		UNK		UNK
नामांकित		any		any
हैं		any		any
।		UNK		UNK
इसमें		any		any
प्रबंधन		m		m
की		f		f
पढ़ाई		f		f
करने		m		any
वालों		m		m
की		f		f
गिनती		f		f
मात्र		UNK		m
की		f		f
संख्या		f		f
है		any		any
।		UNK		UNK
विशेषज्ञों		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
पारंपरिक		any		any
पढ़ाई		f		f
कर		any		any
रहे		m		m
८३		any		any
प्रतिशत		f		m
से		UNK		UNK
अधिक		UNK		UNK
छात्र		m		m
ऐसी		f		f
उच्च		any		any
शिक्षा		f		f
ले		m		m
रहे		m		m
हैं		any		any
जिनके		m		m
रोजगार		m		m
की		f		f
उम्मीद		f		f
भाग्य		m		m
के		m		m
भरोसे		m		m
ज्यादा		UNK		UNK
NULL		UNK		UNK
और		UNK		UNK
काबिलियत		f		f
पर		UNK		UNK
कम		UNK		UNK
है		any		any
।		UNK		UNK
प्रो.		m		m
अनिल		m		m
सद्गोपाल		m		m
इसका		m		m
सबसे		UNK		UNK
बड़ा		m		m
कारण		m		m
उच्च		any		any
शिक्षा		f		f
का		m		m
पुरातन		any		m
बने		m		m
रहना		any		any
मानते		m		m
हैं		any		any
।		UNK		UNK
उनके		m		m
मुताबिक		UNK		UNK
सरकार		f		f
इसमें		any		any
समय		m		m
-		UNK		UNK
समय		m		m
पर		UNK		UNK
जरूरी		any		any
परिवर्तन		m		m
,		UNK		UNK
NULL		UNK		UNK
पाठ्यक्रम		m		m
में		UNK		UNK
बदलाव		m		m
आदि		UNK		UNK
करने		any		any
में		UNK		UNK
विफल		any		any
रही		f		f
है		any		any
।		UNK		UNK
उच्च		any		any
शिक्षा		f		f
के		m		m
संसाधनों		m		m
के		UNK		UNK
प्रति		UNK		UNK
भी		UNK		UNK
सरकार		f		f
का		m		m
रवैया		m		m
उदासीनता		f		f
भरा		m		m
रहा		m		m
है		any		any
।		UNK		UNK
योजना		f		f
आयोग		m		m
के		m		m
सदस्य		m		m
प्रो.		m		m
भाल		m		m
चंद्र		m		m
मुंगेकर		any		any
ने		UNK		UNK
मंत्रालय		m		m
को		UNK		UNK
सौंपी		f		f
अपनी		f		f
रिपोर्ट		f		f
में		UNK		UNK
पहली		f		f
उच्च		any		any
शिक्षा		f		f
की		f		f
वास्तविक		any		any
स्थिति		f		f
बयां		m		m
कर		f		f
दी		f		f
है		any		any
।		UNK		UNK
इस		any		any
क्रम		m		m
में		UNK		UNK
७.१६		any		any
लाख		any		any
छात्र		m		m
इंजीनियरिंग		f		f
और		UNK		UNK
प्रौद्योगिकी		f		f
की		f		f
पढ़ाई		f		f
पढ़		m		m
रहे		m		m
हैं		any		any
।		UNK		UNK
रोजगार		m		m
पा		any		any
जाने		any		any
की		f		f
कुछ		UNK		UNK
विश्वसनीय		any		any
उम्मीद		f		f
इन्हीं		any		UNK
में		UNK		UNK
है		any		any
।		UNK		UNK
लेकिन		UNK		UNK
अब		UNK		UNK
भारी		any		any
मात्रा		f		f
में		UNK		UNK
इंजीनियरिंग		f		f
के		m		m
डिग्रीधारी		m		m
भी		UNK		UNK
बेरोज़गार		any		m
घूम		m		any
रहे		m		m
हैं		any		any
।		UNK		UNK
अल्पसंख्यक		any		any
आयोग		m		m
के		m		m
हाल		m		m
में		UNK		UNK
चेयरमैन		m		m
बने		m		m
और		UNK		UNK
अलीगढ़		m		m
मुस्लिम		m		any
विश्वविद्यालय		m		m
के		m		m
पूर्व		any		any
कुलपति		m		m
प्रो.		m		m
हामिद		m		m
अंसारी		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
इन्हें		any		any
थोड़ा		m		m
सा		m		m
प्रशिक्षण		m		m
देकर		any		any
काबिल		any		any
बनाया		m		m
जा		any		any
सकता		m		m
है		any		any
।		UNK		UNK
लेकिन		UNK		UNK
पहल		f		m
करे		any		any
तो		UNK		UNK
कौन		any		any
।		UNK		UNK
इस		any		any
बारे		UNK		UNK
में		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
मंत्रालय		m		m
के		m		m
संयुक्त		any		any
सचिव		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
अभी		UNK		UNK
सरकार		f		f
ने		UNK		UNK
इन		any		any
बिंदुओं		m		f
को		UNK		UNK
ध्यान		m		m
में		UNK		UNK
रखकर		any		any
कोई		any		any
कार्य		m		m
योजना		f		f
तैयार		any		any
नहीं		UNK		UNK
की		f		f
है		any		any
।		UNK		UNK
संयुक्त		any		any
सचिव		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
शिक्षा		f		f
का		m		m
अर्थ		m		m
रोजगार		m		m
पाना		any		any
नहीं		UNK		UNK
होता		m		m
।		UNK		UNK
घाटी		f		f
में		UNK		UNK
कड़ाके		m		m
की		f		f
ठंड		f		f
से		UNK		UNK
जमी		f		any
विश्व		m		m
प्रसिद्ध		any		any
डल		f		m
झील		f		f
को		UNK		UNK
देखने		any		any
के		UNK		UNK
लिए		UNK		UNK
सैलानियों		m		m
की		f		f
भीड़		f		f
रही		f		f
।		UNK		UNK
श्रीनगर		m		m
में		UNK		UNK
लगातार		UNK		UNK
दूसरी		f		f
रात		f		f
भी		UNK		UNK
पारा		m		m
शून्य		any		m
से		UNK		UNK
छह		any		any
डिग्री		f		f
नीचे		m		m
चला		m		m
गया		m		m
।		UNK		UNK
इससे		any		any
झील		f		f
में		UNK		UNK
पानी		m		m
का		m		m
जमाव		m		m
और		UNK		UNK
बढ़		any		any
गया		m		m
।		UNK		UNK
सोमवार		m		m
को		UNK		UNK
झील		f		f
के		UNK		UNK
बीच		m		m
में		UNK		UNK
कई		UNK		UNK
हिस्सों		m		m
में		UNK		UNK
भी		UNK		UNK
बर्फ		f		f
सी		f		f
जम		any		any
गई		f		f
।		UNK		UNK
इसके		m		any
अलावा		UNK		UNK
कश्मीर		m		m
के		m		m
अन्य		any		any
इलाकों		m		m
में		UNK		UNK
ठंड		f		f
का		m		m
प्रकोप		m		m
रहा		m		m
।		UNK		UNK
मौसम		m		m
विभाग		m		m
का		m		m
कहना		any		any
है		any		any
कि		UNK		UNK
अगले		m		m
चौबीस		any		any
घंटों		m		m
में		UNK		UNK
सर्दी		f		f
बरकरार		any		any
रहेगी		f		f
और		UNK		UNK
मौसम		m		m
का		m		m
मिजाज		m		m
साफ		any		any
रहेगा		m		m
।		UNK		UNK
सोमवार		m		m
सुबह		f		f
नौ		any		any
बजे		m		m
तक		UNK		UNK
डल		f		m
झील		f		f
के		m		m
कुछ		UNK		UNK
हिस्सों		m		m
में		UNK		UNK
बर्फ		f		m
की		f		f
सफेद		any		any
चादर		f		any
जमी		f		f
हुई		f		f
दिखाई		f		f
दी		f		f
।		UNK		UNK
जैसे		UNK		UNK
-		UNK		UNK
जैसे		UNK		UNK
दिन		m		m
चढ़ा		m		m
और		UNK		UNK
डल		f		m
के		m		m
ठहरे		m		m
पानी		m		m
में		UNK		UNK
चप्पुओं		m		m
की		f		f
चाप		f		f
और		UNK		UNK
सूरज		m		m
की		f		f
गर्मी		f		f
पड़ी		f		f
तो		UNK		UNK
जमी		f		any
बर्फ		f		UNK
बडे		m		m
-		UNK		UNK
बड़े		m		m
टुकड़ों		m		m
में		UNK		UNK
टूट		any		any
गई		f		f
।		UNK		UNK
जो		any		any
दिन		m		m
भर		UNK		UNK
पानी		m		f
में		UNK		UNK
उतराती		f		f
रही		f		f
।		UNK		UNK
हालांकि		UNK		UNK
साफ		any		any
आकाश		m		m
और		UNK		UNK
धूप		f		m
के		m		m
कारण		m		m
तापमान		m		m
बढ़ा		m		m
लेकिन		UNK		UNK
सर्द		any		any
हवाओं		f		f
ने		UNK		UNK
उसे		any		any
बेअसर		any		any
कर		any		any
दिया		m		m
।		UNK		UNK
शिकारे		m		m
वालों		m		m
ने		UNK		UNK
स्वयं		any		m
अपने		m		m
चप्पुओं		m		m
से		UNK		UNK
बर्फ		f		m
को		UNK		UNK
तोड़कर		any		any
अपने		m		m
शिकारों		m		m
को		UNK		UNK
आगे		m		m
बढ़ाया		m		m
।		UNK		UNK
घाटी		f		f
के		m		m
बाशिंदों		m		m
के		UNK		UNK
लिए		UNK		UNK
डल		f		m
का		m		m
जमना		any		m
और		UNK		UNK
बर्फ		f		m
जमना		any		any
कोई		any		any
नई		f		f
बात		f		f
नहीं		UNK		UNK
है		any		any
,		UNK		UNK
लेकिन		UNK		UNK
पर्यटकों		m		m
के		UNK		UNK
लिए		UNK		UNK
यह		any		any
नजारा		m		m
जरूर		UNK		UNK
कौतुहल		m		m
भरा		m		m
रहा		m		m
।		UNK		UNK
झील		f		f
को		UNK		UNK
देखने		any		any
के		UNK		UNK
लिए		UNK		UNK
काफी		UNK		UNK
संख्या		f		f
में		UNK		UNK
पर्यटकों		m		m
का		m		m
तांता		m		m
लगा		m		m
रहा		m		m
।		UNK		UNK
इसके		m		any
चलते		UNK		UNK
यहां		UNK		UNK
उड़ीसा		m		f
से		UNK		UNK
गुलमर्ग		m		m
और		UNK		UNK
श्रीनगर		m		m
शहर		m		m
की		f		f
छटा		f		f
को		UNK		UNK
देखने		any		any
आए		m		m
नागेश्वर		m		m
राव		any		m
और		UNK		UNK
नीमला		m		m
राव		any		m
बताते		m		m
हैं		any		any
कि		UNK		UNK
यह		any		any
अनुभव		m		m
उनके		m		any
लिए		UNK		UNK
इतना		m		m
खुशनसीबी		f		f
भरा		m		m
रहा		m		m
जिसकी		f		f
कल्पना		f		f
या		UNK		UNK
फिर		UNK		UNK
फोटो		f		m
में		UNK		UNK
देखकर		any		any
ही		UNK		UNK
वह		any		any
करते		m		m
थे		m		m
।		UNK		UNK
शिकारे		m		m
वाले		m		m
दिन		m		m
भर		UNK		UNK
पर्यटकों		m		m
को		UNK		UNK
उन		any		any
स्थानों		m		m
की		f		f
सैर		f		f
कराते		m		m
रहे		m		m
जहां		UNK		UNK
सबसे		UNK		UNK
अधिक		UNK		UNK
बर्फ		f		UNK
जमी		f		f
हुई		f		f
थी		f		f
।		UNK		UNK
रविवार		m		m
को		UNK		UNK
दो		any		any
इंच		m		f
मोटी		f		f
परत		f		f
सोमवार		m		m
को		UNK		UNK
बढ़कर		any		any
चार		any		any
इंच		m		f
से		UNK		UNK
अधिक		UNK		UNK
हो		f		f
गई		f		f
है		any		any
।		UNK		UNK
सुबह		f		f
जब		UNK		UNK
डल		f		m
झील		f		f
में		UNK		UNK
रहने		any		any
वाले		m		m
लोग		m		m
अपनी		f		f
-		UNK		UNK
अपनी		f		f
नाव		f		f
लेकर		any		any
किनारे		m		m
पर		UNK		UNK
आए		m		m
तो		UNK		UNK
उन्हें		any		any
डल		f		m
में		UNK		UNK
बर्फ		f		UNK
जमी		f		any
होने		m		any
के		m		m
कारण		m		m
काफी		UNK		UNK
परेशानी		f		f
का		m		m
सामना		m		m
करना		m		m
पड़ा		m		m
।		UNK		UNK
चप्पुओं		m		m
से		UNK		UNK
बर्फ		f		m
को		UNK		UNK
तोड़ते		m		m
हुए		m		m
उन्होंने		m		any
अपनी		f		f
नाव		f		f
और		UNK		UNK
शिकारे		m		m
आगे		m		m
बढ़ाए		m		m
।		UNK		UNK
रात		f		f
का		m		m
पारा		m		m
रविवार		m		m
की		f		f
रात		f		f
के		m		m
मुकाबले		m		m
दशमलव		any		m
चार		any		any
डिग्री		f		f
कम		UNK		UNK
रहेगा		m		m
।		UNK		UNK
सोमवार		m		m
रात		f		f
का		m		m
तापमान		m		m
शून्य		any		any
से		UNK		UNK
5.6		any		any
डिग्री		f		f
रहेगा		m		m
।		UNK		UNK
दिन		m		m
के		m		m
तापमान		m		m
में		UNK		UNK
मामूली		any		f
कमी		f		f
आई		f		f
।		UNK		UNK
रविवार		m		m
को		UNK		UNK
दिन		m		m
का		m		m
तापमान		m		m
9.1		any		UNK
डिग्री		f		m
रहा		m		m
,		UNK		UNK
NULL		UNK		UNK
वहीं		UNK		UNK
सोमवार		m		m
दिन		m		m
का		m		m
तापमान		m		m
8.8		any		UNK
डिग्री		f		f
दर्ज		any		any
किया		m		m
।		UNK		UNK
इराक		m		m
में		UNK		UNK
कथित		any		any
अमेरिकी		any		any
ज्यादतियों		f		m
और		UNK		UNK
प्रदेश		m		m
सरकार		f		f
के		m		m
रवैये		m		m
के		UNK		UNK
खिलाफ		UNK		UNK
श्रीनगर		m		m
में		UNK		UNK
स्थानीय		any		any
युवकों		m		m
का		m		m
हिंसक		any		m
प्रदर्शन		m		m
लगातार		UNK		UNK
दूसरे		m		m
दिन		m		m
भी		UNK		UNK
जारी		any		any
रहा		m		m
।		UNK		UNK
पुलिस		f		f
को		UNK		UNK
हिंसक		any		any
प्रदर्शन		m		m
पर		UNK		UNK
नियंत्रण		m		m
पाने		any		any
के		UNK		UNK
लिए		UNK		UNK
हवा		f		f
में		UNK		UNK
गोली		f		f
चलानी		f		f
पड़ी		f		f
और		UNK		UNK
आँसू		m		m
गैस		f		f
के		m		m
गोले		m		m
छोड़ने		m		m
पड़े		m		m
।		UNK		UNK
सरकारी		any		any
सूत्रों		m		m
के		UNK		UNK
मुताबिक		UNK		UNK
इराक		m		m
पर		UNK		UNK
अमेरिकी		any		any
कार्रवाई		f		f
व		UNK		UNK
उसके		any		m
द्वारा		UNK		UNK
पवित्र		any		m
शहर		m		m
नजफ		m		f
पर		UNK		UNK
की		any		f
जा		any		any
रही		f		f
बमबारी		f		f
के		m		m
विरोध		m		m
में		UNK		UNK
युवकों		m		m
ने		UNK		UNK
श्रीनगर		m		m
के		m		m
अलमगारी		m		m
बाजार		m		m
,		UNK		UNK
हवाल		m		m
व		UNK		UNK
इससे		any		any
लगे		m		m
इलाकों		m		m
में		UNK		UNK
हिंसक		any		any
प्रदर्शन		m		m
किया		m		m
।		UNK		UNK
इस		any		any
दौरान		m		m
प्रदर्शनकारियों		m		m
ने		UNK		UNK
पुलिस		f		f
दल		m		m
पर		UNK		UNK
पथराव		m		m
किया		m		m
।		UNK		UNK
इस		any		any
मुठभेड़		f		f
में		UNK		UNK
बीएसएफ		m		m
का		m		m
एक		any		any
जवान		m		m
भी		UNK		UNK
घायल		any		any
हो		any		any
गया		m		m
।		UNK		UNK
अन्य		any		any
घटनाओं		f		f
में		UNK		UNK
राजोरी		m		f
व		UNK		UNK
डोडा		m		m
जिले		m		m
में		UNK		UNK
एक		any		any
पाकिस्तानी		any		any
आतंकी		m		m
समेत		UNK		UNK
तीन		any		any
लोग		m		m
मारे		m		m
गए		m		m
।		UNK		UNK
रहमान		m		m
राजोरी		m		f
जिले		m		m
के		m		m
मनयाल		m		m
में		UNK		UNK
सुरक्षा		f		f
-		UNK		UNK
बलों		m		m
के		UNK		UNK
साथ		m		m
मुठभेड़		f		f
में		UNK		UNK
मारा		m		m
गया		m		m
।		UNK		UNK
मुठभेड़		f		f
के		m		m
स्थान		m		m
से		UNK		UNK
एक		any		any
ए.		m		m
के.		m		m
राइफल		f		m
व		UNK		UNK
दो		any		any
आईडी		m		m
बरामद		any		any
किया		m		m
गया		m		m
।		UNK		UNK
एक		any		any
अन्य		any		any
घटनाक्रम		m		m
में		UNK		UNK
शुक्रवार		m		m
रात		f		f
डोडा		m		m
जिले		m		m
के		m		m
कुंदा		m		any
इलाके		m		m
से		UNK		UNK
अपहृत		any		any
किए		m		m
गए		m		m
दो		any		any
लोगों		m		m
के		m		m
शव		m		m
को		UNK		UNK
शनिवार		m		m
सुबह		f		f
बरामद		any		any
किया		m		m
गया		m		m
।		UNK		UNK
दोनों		any		any
को		UNK		UNK
मवेशियों		m		m
को		UNK		UNK
चराने		any		any
के		UNK		UNK
दौरान		m		m
अगवा		m		m
किया		m		m
गया		m		m
था		m		m
।		UNK		UNK
एक		any		any
अन्य		any		any
घटना		f		f
में		UNK		UNK
श्रीनगर		m		m
में		UNK		UNK
शनिवार		m		m
को		UNK		UNK
पुलिस		f		f
के		UNK		UNK
साथ		m		m
मुठभेड़		f		f
में		UNK		UNK
हिजबुल		m		m
मुजाहिदीन		m		m
का		m		m
एक		any		any
कट्टर		any		m
आतंकी		m		m
मारा		m		m
गया		m		m
।		UNK		UNK
इस		any		any
मुठभेड़		f		f
में		UNK		UNK
पुलिस		f		f
का		m		m
एक		any		any
सब		m		any
इंस्पेक्टर		m		m
भी		UNK		UNK
घायल		any		any
हो		any		any
गया		m		m
।		UNK		UNK
हाईकोर्ट		f		f
के		m		m
निर्देश		m		m
पर		UNK		UNK
अमल		m		m
करते		m		m
हुए		m		m
पॉश		any		any
इलाक़े		m		m
ग्रेटर		any		UNK
कैलाश		m		m
पार्ट		m		m
-		UNK		UNK
1		any		any
स्थित		any		any
पूर्व		any		any
क्रिकेटर		m		m
कपिलदेव		m		m
की		f		f
पत्नी		f		f
रोमी		f		any
देव		any		m
के		m		m
रिहायशी		any		any
मकान		m		m
में		UNK		UNK
चल		any		any
रही		f		f
गारमेंट		m		m
की		f		f
दुकान		f		f
नगर		m		m
निगम		m		m
ने		UNK		UNK
शुक्रवार		m		m
को		UNK		UNK
सील		f		f
कर		any		any
दी		f		f
।		UNK		UNK
कार्रवाई		f		f
के		UNK		UNK
दौरान		m		m
कपिलदेव		m		m
और		UNK		UNK
उनकी		f		f
पत्नी		f		f
मौजूद		any		any
थे		m		m
।		UNK		UNK
देव		any		m
दंपत्ति		m		f
का		m		m
कहना		any		any
है		any		any
कि		UNK		UNK
उन्हें		any		any
नगर		m		m
निगम		m		m
से		UNK		UNK
अचानक		UNK		UNK
बृहस्पतिवार		m		m
को		UNK		UNK
दुकान		f		m
को		UNK		UNK
सील		f		any
करने		any		any
का		m		m
नोटिस		m		m
मिला		m		m
।		UNK		UNK
वे		any		any
घटना		f		f
से		UNK		UNK
ठगा		m		m
सा		UNK		m
महसूस		any		any
कर		m		m
रहे		m		m
हैं		any		any
।		UNK		UNK
निगम		m		m
दक्षिणी		any		any
जोन		m		m
के		m		m
उपायुक्त		m		m
के.		m		m
के.		m		m
मिश्रा		m		m
का		m		m
कहना		any		any
है		any		any
कि		UNK		UNK
कार्रवाई		f		f
के		UNK		UNK
दौरान		m		m
कपिल		m		m
और		UNK		UNK
उनकी		any		f
पत्नी		f		f
ने		UNK		UNK
सहयोग		m		m
किया		m		m
।		UNK		UNK
NULL		UNK		UNK
गौरतलब		any		any
है		any		any
कि		UNK		UNK
ग्रेटर		any		m
कैलाश		m		m
पार्ट		m		m
-		UNK		UNK
1		any		any
स्थित		any		any
मकान		m		m
संख्या		f		f
बी		m		f
-		UNK		UNK
41		any		any
कपिलदेव		m		m
की		f		f
पत्नी		f		f
रोमी		f		any
देव		any		m
के		m		m
नाम		m		m
है		any		any
।		UNK		UNK
इस		any		any
रियायती		any		any
मकान		m		m
के		m		m
एक		any		any
हिस्से		m		m
में		UNK		UNK
गत		any		any
लगभग		UNK		UNK
छह		any		any
महीने		m		m
से		UNK		UNK
'		UNK		UNK
दिस		m		any
एन		UNK		m
दैट		m		m
'		UNK		UNK
नाम		m		m
से		UNK		UNK
गारमेंट		m		m
की		f		f
दुकान		f		f
चल		f		f
रही		f		f
थी		f		f
।		UNK		UNK
मकान		m		m
रियायती		any		any
इलाके		m		m
में		UNK		UNK
है		any		any
और		UNK		UNK
यहाँ		UNK		UNK
व्यावसायिक		any		any
गतिविधि		f		f
नहीं		UNK		UNK
चल		f		f
सकती		f		f
है		any		any
।		UNK		UNK
गत		any		m
दिसंबर		m		m
में		UNK		UNK
अदालत		f		f
ने		UNK		UNK
यहाँ		UNK		UNK
रोमी		f		any
देव		any		m
की		f		f
दुकान		f		f
समेत		UNK		UNK
16		any		any
संपत्तियों		f		f
को		UNK		UNK
सील		f		f
करने		any		any
का		m		m
आदेश		m		m
दिया		m		m
था		m		m
।		UNK		UNK
निगम		m		m
के		m		m
दक्षिण		m		m
क्षेत्र		m		m
के		m		m
कार्यकारी		any		any
अभियंता		m		m
आर.		m		m
बी.		m		m
एस.		m		m
बंसल		any		m
ने		UNK		UNK
अपने		m		m
हलफनामे		m		m
में		UNK		UNK
अदालत		f		f
से		UNK		UNK
कहा		m		m
था		m		m
कि		UNK		UNK
'		UNK		UNK
दिस		m		any
एन		UNK		m
दैट		m		m
'		UNK		UNK
रेडिमेड		any		any
गारमेंट		m		m
की		f		f
मालकिन		f		any
रोमी		f		any
देव		any		m
ने		UNK		UNK
निर्माण		m		m
पूरा		m		m
होने		any		any
या		UNK		UNK
कब्जा		m		m
पाने		any		any
का		m		m
प्रमाण		m		m
लिए		m		UNK
बिना		UNK		UNK
इस		any		any
महत्वपूर्ण		any		any
स्थल		m		m
पर		UNK		UNK
कब्जा		m		f
कर		m		m
रखा		m		m
है		any		any
।		UNK		UNK
शुक्रवार		m		m
सुबह		f		f
सवा		any		any
10		any		any
बजे		m		m
रोमी		f		any
देव		any		m
की		f		f
दुकान		f		f
के		UNK		UNK
अलावा		UNK		UNK
15		any		any
अन्य		any		any
संपत्तियों		f		m
को		UNK		UNK
सील		f		f
करने		any		any
का		m		m
समय		m		m
तय		any		any
था		m		m
।		UNK		UNK
लेकिन		UNK		UNK
